,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Timestamp_merge_UTC,WindType,OperatorSet,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,cr_Coriolis_gps,cr_scfh_mean,cr_avg_start,cr_avg_end,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,tc_Classification,Detection,cr_kgh_CH4_mean,cr_kgh_CH4_lower,cr_kgh_CH4_upper
10,348,8.0,8.0,1.0,1.0,,2021-07-30 15:44:23+00:00,,,,Methane,150.0,307.4843713,381.712173,233.2565696,,2.713584705,,,1.0,,2021-07-30 15:44:03+00:00,2021-07-30 15:44:03+00:00,NASA-GEOS,CarbonMapper,,10640.9,2.0,162928.0,10640.9,,9857.176666666615,2021-07-30 15:42:33+00:00,2021-07-30 15:44:03+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,172.505,True,TP,1.0,158.78579093238744,143.6961229478814,175.32820989734628
11,573,233.0,5.0,1.0,1.0,,2021-07-30 15:44:23+00:00,,,,Methane,150.0,309.3822086,368.94500350000004,249.8194137,,2.730333333,,,1.0,,2021-07-30 15:44:03+00:00,2021-07-30 15:44:03+00:00,Sonic,CarbonMapper,,10640.9,2.0,162928.0,10640.9,,9857.176666666615,2021-07-30 15:42:33+00:00,2021-07-30 15:44:03+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,172.505,True,TP,1.0,159.26318517212755,143.5199923923563,175.73399969890772
12,349,9.0,9.0,1.0,1.0,,2021-07-30 15:46:25+00:00,,,,Methane,142.9020644,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:46:07+00:00,2021-07-30 15:46:07+00:00,NASA-GEOS,CarbonMapper,,10738.0,2.0,162928.0,10738.0,,10650.493333333252,2021-07-30 15:44:37+00:00,2021-07-30 15:46:07+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,639.125,True,ER,-1.0,172.16119920509587,156.09019381704462,189.8044629370284
13,350,10.0,10.0,1.0,1.0,,2021-07-30 15:48:16+00:00,,,,Methane,144.0624864,240.00620919999997,296.9648235,183.0475949,,2.713584705,,,1.0,,2021-07-30 15:48:00+00:00,2021-07-30 15:48:00+00:00,NASA-GEOS,CarbonMapper,,10769.3,2.0,162928.0,10769.3,,10746.722222222157,2021-07-30 15:46:30+00:00,2021-07-30 15:48:00+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,977.97,True,TP,1.0,173.85013644415542,157.47927804377912,192.5977258760582
14,574,234.0,6.0,1.0,1.0,,2021-07-30 15:48:16+00:00,,,,Methane,144.0624864,224.7417495,271.711658,177.7718409,,2.541,,,1.0,,2021-07-30 15:48:00+00:00,2021-07-30 15:48:00+00:00,Sonic,CarbonMapper,,10769.3,2.0,162928.0,10769.3,,10746.722222222157,2021-07-30 15:46:30+00:00,2021-07-30 15:48:00+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,977.97,True,TP,1.0,173.20564804340407,157.0470827932448,190.73460386276108
15,351,11.0,11.0,1.0,1.0,,2021-07-30 15:50:20+00:00,,,,Methane,135.532284,305.91889039999995,409.1585529,202.6792279,,2.713584705,,,1.0,,2021-07-30 15:50:03+00:00,2021-07-30 15:50:03+00:00,NASA-GEOS,CarbonMapper,,10746.5,2.0,162928.0,10746.5,,10650.931111111016,2021-07-30 15:48:33+00:00,2021-07-30 15:50:03+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1273.995,True,TP,1.0,171.819477489353,156.38968693586173,188.17579251676028
16,575,235.0,7.0,1.0,1.0,,2021-07-30 15:50:20+00:00,,,,Methane,135.532284,292.02401860000003,384.8185988,199.22943850000001,,2.5903333330000002,,,1.0,,2021-07-30 15:50:03+00:00,2021-07-30 15:50:03+00:00,Sonic,CarbonMapper,,10746.5,2.0,162928.0,10746.5,,10650.931111111016,2021-07-30 15:48:33+00:00,2021-07-30 15:50:03+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1273.995,True,TP,1.0,171.95335352789456,155.65643862259236,189.02242525282688
17,352,12.0,12.0,1.0,1.0,,2021-07-30 15:52:17+00:00,,,,Methane,93.43446901,228.1839536,294.7329399,161.6349673,,2.713584705,,,1.0,,2021-07-30 15:52:01+00:00,2021-07-30 15:52:01+00:00,NASA-GEOS,CarbonMapper,,10666.4,2.0,162928.0,10666.4,,10638.891111111028,2021-07-30 15:50:31+00:00,2021-07-30 15:52:01+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1616.8249999999998,True,TP,1.0,171.96934245704642,154.00134472783756,191.1254904215013
18,576,236.0,8.0,1.0,1.0,,2021-07-30 15:52:17+00:00,,,,Methane,93.43446901,239.150513,297.3432972,180.9577287,,2.844,,,1.0,,2021-07-30 15:52:01+00:00,2021-07-30 15:52:01+00:00,Sonic,CarbonMapper,,10666.4,2.0,162928.0,10666.4,,10638.891111111028,2021-07-30 15:50:31+00:00,2021-07-30 15:52:01+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,1616.8249999999998,True,TP,1.0,171.92709924185866,155.89282382730568,188.9800197686514
19,353,13.0,13.0,1.0,1.0,,2021-07-30 15:54:31+00:00,,,,Methane,131.041978,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:54:10+00:00,2021-07-30 15:54:10+00:00,NASA-GEOS,CarbonMapper,,10652.7,2.0,162928.0,10652.7,,10636.408888888815,2021-07-30 15:52:40+00:00,2021-07-30 15:54:10+00:00,TX,2021-07-30 15:43:14+00:00,2021-07-30 15:54:44+00:00,2003.0,2057.585,True,ER,-1.0,171.5396671827645,154.58845604402123,188.60949975935893
20,354,14.0,14.0,1.0,1.0,,2021-07-30 15:56:20+00:00,,,,Methane,148.18906840000002,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,,2021-07-30 15:56:20+00:00,NASA-GEOS,CarbonMapper,,3182.2,2.0,162928.0,3182.2,,3214.9622222221265,2021-07-30 15:54:50+00:00,2021-07-30 15:56:20+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,282.425,True,ER,-1.0,52.21475792514281,38.18787418978056,66.96887567642598
21,355,15.0,15.0,1.0,1.0,,2021-07-30 15:58:22+00:00,,,,Methane,140.2640367,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:58:06+00:00,2021-07-30 15:58:06+00:00,NASA-GEOS,CarbonMapper,,3161.7,2.0,162928.0,3161.7,,3162.9888888887804,2021-07-30 15:56:36+00:00,2021-07-30 15:58:06+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,502.865,True,ER,-1.0,50.97097258196047,36.677257308050514,65.30361942203677
22,356,16.0,16.0,1.0,1.0,,2021-07-30 16:00:28+00:00,,,,Methane,132.849539,,#VALUE!,#VALUE!,,2.610192272,,,0.0,,2021-07-30 16:00:11+00:00,2021-07-30 16:00:11+00:00,NASA-GEOS,CarbonMapper,,3156.8,2.0,162928.0,3156.8,,3149.7788888887844,2021-07-30 15:58:41+00:00,2021-07-30 16:00:11+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,815.2,True,ER,-1.0,50.89525884027953,37.36961864750264,65.11655106723586
23,357,17.0,17.0,1.0,1.0,,2021-07-30 16:02:40+00:00,,,,Methane,123.3288287,160.7826875,252.2714555,69.29391949,,2.610192272,,,1.0,,2021-07-30 16:02:23+00:00,2021-07-30 16:02:23+00:00,NASA-GEOS,CarbonMapper,,3136.5,2.0,162928.0,3136.5,,3148.0755555554533,2021-07-30 16:00:53+00:00,2021-07-30 16:02:23+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1139.85,True,TP,1.0,50.74828700637968,37.007047718588126,64.75151912318339
24,577,237.0,9.0,1.0,1.0,,2021-07-30 16:02:40+00:00,,,,Methane,123.3288287,192.5348878,295.64136560000003,89.42841013,,3.125666667,,,1.0,,2021-07-30 16:02:23+00:00,2021-07-30 16:02:23+00:00,Sonic,CarbonMapper,,3136.5,2.0,162928.0,3136.5,,3148.0755555554533,2021-07-30 16:00:53+00:00,2021-07-30 16:02:23+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1139.85,True,TP,1.0,50.64285326493046,36.98159577670435,64.33805636620072
25,358,18.0,18.0,1.0,1.0,,2021-07-30 16:04:41+00:00,,,,Methane,120.74767079999998,130.39374329999998,185.3080452,75.47944142,,2.610192272,,,1.0,,2021-07-30 16:04:23+00:00,2021-07-30 16:04:23+00:00,NASA-GEOS,CarbonMapper,,3109.1,2.0,162928.0,3109.1,,3129.2111111110053,2021-07-30 16:02:53+00:00,2021-07-30 16:04:23+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1416.915,True,TP,1.0,50.24805721112613,35.93084304579415,63.77021348999837
26,578,238.0,10.0,1.0,1.0,,2021-07-30 16:04:41+00:00,,,,Methane,120.74767079999998,118.9110008,165.427405,72.39459662,,2.3803333330000003,,,1.0,,2021-07-30 16:04:23+00:00,2021-07-30 16:04:23+00:00,Sonic,CarbonMapper,,3109.1,2.0,162928.0,3109.1,,3129.2111111110053,2021-07-30 16:02:53+00:00,2021-07-30 16:04:23+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1416.915,True,TP,1.0,50.157342487813615,36.26551470940092,63.63306528591616
27,359,19.0,191.0,1.0,1.0,,2021-07-30 16:07:01+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:06:41+00:00,2021-07-30 16:06:41+00:00,NASA-GEOS,CarbonMapper,,3069.0,2.0,162928.0,3069.0,,3088.4622222221255,2021-07-30 16:05:11+00:00,2021-07-30 16:06:41+00:00,TX,2021-07-30 15:54:44+00:00,2021-07-30 16:07:54+00:00,2004.0,1770.835,True,FN,0.0,49.43352981669002,37.07130907354136,63.10930089264209
28,360,20.0,192.0,1.0,1.0,,2021-07-30 16:08:56+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:08:33+00:00,2021-07-30 16:08:33+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:07:03+00:00,2021-07-30 16:08:33+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,61.20499999999999,False,NE,-1.0,0.0,0.0,0.0
29,361,21.0,193.0,1.0,1.0,,2021-07-30 16:10:55+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:10:34+00:00,2021-07-30 16:10:34+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:09:04+00:00,2021-07-30 16:10:34+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,374.70000000000005,True,TN,0.0,0.0,0.0,0.0
30,362,22.0,194.0,1.0,1.0,,2021-07-30 16:12:49+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:12:29+00:00,2021-07-30 16:12:29+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:10:59+00:00,2021-07-30 16:12:29+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,708.01,True,TN,0.0,0.0,0.0,0.0
31,363,23.0,195.0,1.0,1.0,,2021-07-30 16:14:53+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:14:33+00:00,2021-07-30 16:14:33+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:13:03+00:00,2021-07-30 16:14:33+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1007.435,True,TN,0.0,0.0,0.0,0.0
32,364,24.0,196.0,1.0,1.0,,2021-07-30 16:16:53+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:16:33+00:00,2021-07-30 16:16:33+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:15:03+00:00,2021-07-30 16:16:33+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1348.425,True,TN,0.0,0.0,0.0,0.0
33,365,25.0,197.0,1.0,1.0,,2021-07-30 16:19:10+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:18:52+00:00,2021-07-30 16:18:52+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:17:22+00:00,2021-07-30 16:18:52+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1554.5,True,TN,0.0,0.0,0.0,0.0
34,366,26.0,198.0,1.0,1.0,,2021-07-30 16:21:19+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:21:02+00:00,2021-07-30 16:21:02+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:19:32+00:00,2021-07-30 16:21:02+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,1884.135,True,TN,0.0,0.0,0.0,0.0
35,367,27.0,199.0,1.0,1.0,,2021-07-30 16:23:31+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 16:23:05+00:00,2021-07-30 16:23:05+00:00,NASA-GEOS,CarbonMapper,,0.0,2.0,162928.0,0.0,,0.0,2021-07-30 16:21:35+00:00,2021-07-30 16:23:05+00:00,TX,2021-07-30 16:07:54+00:00,2021-07-30 16:24:44+00:00,2005.0,2231.295,True,TN,0.0,0.0,0.0,0.0
36,368,28.0,19.0,1.0,1.0,,2021-07-30 16:25:41+00:00,,,,Methane,137.640837,229.9647148,294.7098926,165.219537,,2.610192272,,,1.0,,2021-07-30 16:25:27+00:00,2021-07-30 16:25:27+00:00,NASA-GEOS,CarbonMapper,,14938.4,2.0,162928.0,14938.4,,14336.541111110993,2021-07-30 16:23:57+00:00,2021-07-30 16:25:27+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,85.96499999999999,False,NE,-1.0,231.79462068755853,213.6523924971119,251.22347137105604
37,579,239.0,11.0,1.0,1.0,,2021-07-30 16:25:41+00:00,,,,Methane,137.640837,129.657652,160.423648,98.89165600000001,,1.4716666669999998,,,1.0,,2021-07-30 16:25:27+00:00,2021-07-30 16:25:27+00:00,Sonic,CarbonMapper,,14938.4,2.0,162928.0,14938.4,,14336.541111110993,2021-07-30 16:23:57+00:00,2021-07-30 16:25:27+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,85.96499999999999,False,NE,-1.0,231.93060193568405,211.65355579577383,250.65671853440446
38,369,29.0,20.0,1.0,1.0,,2021-07-30 16:27:52+00:00,,,,Methane,98.08669635,379.57527680000004,504.4032499,254.7473037,,2.610192272,,,1.0,,2021-07-30 16:27:35+00:00,2021-07-30 16:27:35+00:00,NASA-GEOS,CarbonMapper,,14963.4,2.0,162928.0,14963.4,,14962.445555555492,2021-07-30 16:26:05+00:00,2021-07-30 16:27:35+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,409.99,True,TP,1.0,241.30849617004236,222.29778199519865,261.0125066087426
39,580,240.0,12.0,1.0,1.0,,2021-07-30 16:27:52+00:00,,,,Methane,98.08669635,406.40161939999996,515.9338506,296.8693882,,2.794666667,,,1.0,,2021-07-30 16:27:35+00:00,2021-07-30 16:27:35+00:00,Sonic,CarbonMapper,,14963.4,2.0,162928.0,14963.4,,14962.445555555492,2021-07-30 16:26:05+00:00,2021-07-30 16:27:35+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,409.99,True,TP,1.0,241.54347623698303,222.01599929276395,262.35885965764817
40,370,30.0,21.0,1.0,1.0,,2021-07-30 16:29:46+00:00,,,,Methane,78.51751397,293.7286755,385.5892142,201.8681368,,2.610192272,,,1.0,,2021-07-30 16:29:29+00:00,2021-07-30 16:29:29+00:00,NASA-GEOS,CarbonMapper,,15056.3,2.0,162928.0,15056.3,,15104.072222222097,2021-07-30 16:27:59+00:00,2021-07-30 16:29:29+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,593.8399999999999,True,TP,1.0,243.99814134029566,224.08447707716613,264.8557601812165
41,581,241.0,13.0,1.0,1.0,,2021-07-30 16:29:46+00:00,,,,Methane,78.51751397,147.1911125,189.01586530000003,105.3663598,,1.308,,,1.0,,2021-07-30 16:29:29+00:00,2021-07-30 16:29:29+00:00,Sonic,CarbonMapper,,15056.3,2.0,162928.0,15056.3,,15104.072222222097,2021-07-30 16:27:59+00:00,2021-07-30 16:29:29+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,593.8399999999999,True,TP,1.0,244.22189217702993,224.87323873241195,264.4145027085714
42,371,31.0,22.0,1.0,1.0,,2021-07-30 16:32:05+00:00,,,,Methane,141.8908031,295.5339938,384.2310709,206.8369167,,2.610192272,,,1.0,,2021-07-30 16:31:48+00:00,2021-07-30 16:31:48+00:00,NASA-GEOS,CarbonMapper,,15012.0,2.0,162928.0,15012.0,,15046.486666666588,2021-07-30 16:30:18+00:00,2021-07-30 16:31:48+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,856.6700000000001,True,TP,1.0,242.94439506322715,223.9449452550174,265.3608994215914
43,582,242.0,14.0,1.0,1.0,,2021-07-30 16:32:05+00:00,,,,Methane,141.8908031,345.1794128,427.2187364,263.1400892,,3.048666667,,,1.0,,2021-07-30 16:31:48+00:00,2021-07-30 16:31:48+00:00,Sonic,CarbonMapper,,15012.0,2.0,162928.0,15012.0,,15046.486666666588,2021-07-30 16:30:18+00:00,2021-07-30 16:31:48+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,856.6700000000001,True,TP,1.0,242.92771373002847,224.4667987741493,263.18447877526387
44,372,32.0,23.0,1.0,1.0,,2021-07-30 16:34:01+00:00,,,,Methane,92.0271699,200.1204118,252.972937,147.2678867,,2.610192272,,,1.0,,2021-07-30 16:33:47+00:00,2021-07-30 16:33:47+00:00,NASA-GEOS,CarbonMapper,,14909.7,2.0,162928.0,14909.7,,14764.172222222129,2021-07-30 16:32:17+00:00,2021-07-30 16:33:47+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,1196.23,True,TP,1.0,237.9288374755015,218.63492131380866,257.45032382323603
45,583,243.0,15.0,1.0,1.0,,2021-07-30 16:34:01+00:00,,,,Methane,92.0271699,194.5855159,246.27244700000003,142.8985849,,2.5380000000000003,,,1.0,,2021-07-30 16:33:47+00:00,2021-07-30 16:33:47+00:00,Sonic,CarbonMapper,,14909.7,2.0,162928.0,14909.7,,14764.172222222129,2021-07-30 16:32:17+00:00,2021-07-30 16:33:47+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,1196.23,True,TP,1.0,238.17595768028772,220.34166715297167,258.6917507057632
46,373,33.0,24.0,1.0,1.0,,2021-07-30 16:36:13+00:00,,,,Methane,128.16005619999999,218.63308619999998,283.8305298,153.4356426,,2.610192272,,,1.0,,2021-07-30 16:35:52+00:00,2021-07-30 16:35:52+00:00,NASA-GEOS,CarbonMapper,,14325.0,2.0,162928.0,14325.0,,14705.939999999924,2021-07-30 16:34:22+00:00,2021-07-30 16:35:52+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,1553.975,True,TP,1.0,236.86597384555014,218.00205707650392,255.55585342513183
47,584,244.0,16.0,1.0,1.0,,2021-07-30 16:36:13+00:00,,,,Methane,128.16005619999999,248.74313230000004,310.64998219999995,186.83628230000002,,2.969666667,,,1.0,,2021-07-30 16:35:52+00:00,2021-07-30 16:35:52+00:00,Sonic,CarbonMapper,,14325.0,2.0,162928.0,14325.0,,14705.939999999924,2021-07-30 16:34:22+00:00,2021-07-30 16:35:52+00:00,TX,2021-07-30 16:24:44+00:00,2021-07-30 16:38:14+00:00,2006.0,1553.975,True,TP,1.0,237.79270153626175,219.56258155268813,257.7016906836998
